text_clean,label_bin
construcción bastante endeble para lo que es suficiente pero con un perro curioso no aguanta ni medio asalto,Positivo
ha llegado rápido y en buen atado justo como la descripción por ponerle una pega diría que es bastante difícil de encajar la ranura para cerrarlo yo me lo compré para el helix y me queda perfecto pero no consigo contactar,Positivo
muy fácil de instalar si se quiere un sonido directo y que no moleste por la noche con poner la locución en inglés está solucionado,Positivo
le he puesto estrellas porque es cierto que las teclas son muy grandes es fácil de instalar y va bien pero en mi opinión tiene un fallo bastante grande y es que el volumen del timbre no es muy alto lo compré para mi padre que es mayor y aunque se lo he configurado al volumen más alto y con la melodía que oye mejor la verdad es que tiene muchas dificultades para oír cuando le llaman así que para personas mayores que tengan algún problema de audición no lo recomiendo,Positivo
es accessible tiene un bueno design y el equipo es bueno y acepta con fluidez los vídeos que quiera mirar todavía el software preinstalado no es lo mejor ni más reciente tuve de desinstalar su versión de modo para después instalar la original más reciente también es una tormenta instalar lo que sea mitad de las aplicaciones que busqué no estaban disponibles para esta box al final tiene de se usar algún truco para hacer las cosas pero tiene potencial y calidad suficiente para hacer la pena el negócio,Positivo
fue recibirla y usarla es formidable tamaño exacto y fácil de manejar en la inducción,Positivo
es un señor libró explica todo muy bien fácil de leer te mete en la historia de españa,Positivo
el olor es demasiado fuerte muy intenso concentrado demasiado dulzón y eso que a mí me gustan este tipo de olores ya lo leí en otras opiniones y pensé que no sería para tanto pues lo es,Negativo
es muy pequeño y manejable fácil de aprender a usarlo pero solo en sitios cerrados donde no sople aire si no se hará difícil el manejarlo aguanta bien los golpes la batería dura muy pocomenos de minutos así como el tiempo de carga unos minutos,Positivo
el estampado es igual que en la fotografía el problema es que no es un vestido cerrado lleva un cinturón de tela para cerrarlo en la cintura es como una bata y no se ajusta bien como un vestido con costuras y cierre,Negativo
precioso a mi peque le ha encantado incluso más bonito que en la imagen,Positivo
esta bien pero nada maravilloso ni excesivamente bueno lo usa mi mujer y no me dice nada bueno de ellotampoco malo,Positivo
pasable pero por el precio perfectas,Positivo
me ha gustado mucho y la talla es exacta y muy original,Negativo
pués es vestido está bastante bien relación calidad precio adecuda en cuanto el envío pésimo lo dejaron e el buzón sin más,Positivo
lo pedí por las opiniones de otros compradores pero la verdad es que como cojín de masaje deja mucho que desear,Negativo
pedí la talla l y necesitaría la xl,Positivo
quitar la original y poner esta un tornillo nada más sencillo y rápido cumple su función a la perfección,Positivo
no puedo valorar el producto porque un mes y medio más tarde aún no ha llegado el vendedor no responde,Negativo
muy divertido y manejable la pega es que no funciona la cámara,Positivo
no lo compreis no dura ni semana muy mala calidad,Negativo
mucho más pequeño de lo que me imaginé y huele a cuero de mala calidad a primera vista no está mal pero finalmente no me sirve,Positivo
es una carcasa elegante y de gran calidad perfecta para el samsung galaxy s edge la recibí en días tal como me informaron en el momento de la compra como puntos negativos podría destacar que es un poco resbaladiza,Positivo
buen producto que responde a lo q uno busca en una funda de movilrobustaelegantepractica y funcionalsatisfecho con el producto comprado,Positivo
estaba contento con el funcionamiento de amazon pero más y más se esta convirtiendo en un dolor de cabeza artículos que supuestamente van a tardar unos días en llegary tardan semanas o peorque ni siquiera llegan y para colmo te lo apuntan como entregado comprar a través de amazon se esta convirtiendo en una lotería,Negativo
genial solo la usé con agua fría pero la mantiene genial,Positivo
material muy bueno y robusto tiene peso y da una imagen casi real de la tuberia decorativo,Positivo
se lleva bastante cantidad de pelo de todas formas yo tengo ragdoll y tienen muchísimo pelo,Positivo
de momento sí funcionatapé un poro que tenia el bombo de la depuradora y hasta ahora incluso con la presión que tieneaguanta,Positivo
el articulo llego bien y en el plazo indicado las orejas del monigote se rompen con facilidad pero en general esta bien acabado un saludo,Positivo
para saber o introducirse en la época de ese gran personaje histórico que fue alejandro magno,Positivo
es impermeable pero no transpirable por lo demás si esta bien,Negativo
devuelvo el producto porque la calidad del sonido no es buena en las llamadas hay eco y apenas permite alejarse unos metros como máximo el punto a su favor es facilidad para acoplarlos y comodidad,Negativo
cumple su función pero el material es bastante malo no es transpirable y hace sudar más de la cuenta se pega a la piel hay que poner una toalla encima,Negativo
el flash ha durado meses en funcionamiento a los meses el flash deja de sincronizar con la cámara de disparos sincroniza o ninguno mando un email por la garantía y me piden que lo mande a china y que pague yo los gastos cuando lo pedí tardo día en llegar ya que venia desde madrid lamentable,Negativo
me parece una escoba cómoda y de relacion calidad precio aceptable le falta un poco de succion,Positivo
no la recomiendo después de dos semanas usándolas como venía en las instrucciones a la lámpara le dio por no encenderse más la verdad es que fue una pena la estaba utilizando para un marino de litros y la iluminación era perfecta la he devuelto sin ninguna clase de problemas de todas formas no la comprare otra vez porque a pesar de tener buena iluminación las calidades me parecieron un poco deficientes,Negativo
precioso me ha encantado y lo estoy recomendando a todos tiene recetas muy variadas y para todos los gustos un imprescindible,Positivo
elegí este producto por el tamaño de las ruedas son un poco más grandes que otros andadores que habia visto y por tanto es más funcional si el suelo tiene irregularidades ha venido en buen estado y en plazo todavia no lo hemos podido probar mucho en la calle pero en principio funciona bien y estamos contentos con la calidad del producto es ligero y plegable por poner un punto a mejorar indicar que en los puños los manguitos podrían ser ergonómicos pero en general muy bien,Positivo
supongo que es un buen producto que han reciclado de otro modelo sino no me puedo explicar porque esta diseñado para no cubrir mm a cada lado de la pantalla es muchísimo si se cae por uno de los lados no te va proteger nada no vale,Negativo
original no se si será pero el cargador es más pequeño y no pesa ni la mitad que el que viene con el móvil huawei que tengo y por otro lado el cable es más delgado y más rígido así que juzgad vosotros,Negativo
funda muy fina y muy buen tacto da al iphone sensación de buena calidad para mi gusto le falta el círculo abierto en el medio para que se vea la manzana,Positivo
genial juego familiar siempre diferente no aburre muy buena calidad,Positivo
se nota cuando te lo pones aunque te pongas maquillaje y se sale rápido,Negativo
lo mejor de todo es la funda que muy fácil de quitar para su lavado por lo demás una silla normal y corriente pero para su precio no está mal prefiero una nueva que comprar de segunda mano a precio de nuevo,Positivo
no me ha servido para nada tengo la habitación que da al patio y es imposible pillar algún canal y si coge alguno es extranjero no me sirve,Negativo
bastante incómoda y no se queda bien ajustada no me parece de buena calidad,Positivo
es un poco cutre para el precio que tiene no lo vale,Negativo
en la descripción del ordenador pone que tiene lector de cds pero no la lleva pedimos un cambio porque pensábamos que esta mal el producto pero volvió a llegar sin lector por otro lado se calienta muy muy rápido lo encendimos ayer así que de momento no puedo opinar más,Negativo
perfectamente adaptable por su gran elasticidad lleva cremallera para una buena sujeción aunque la tengo poco tiempo tiene buena pinta,Positivo
empecemos con lo mejor tiene una pinta fantástica y se acopla a la perfección pero en mi caso he tenido que quitarlo porque no respondía táctilmente y se hacía tedioso tener que dar a la pantalla o al escribir había zonas que respondían mejor que otras etc en otros móviles los protectores nunca me fueron así por eso lo de mi valoración puse los protectores por si me había equivocado en el primero e iban igual,Negativo
uno de los generos que tenia pendiente por leer era la novela negra y gracias a esta historia que me ha sorprendido y me ha mantenido en vilo no descarte leer mas de este genero si os gusta la novela negra os la recomiendo al,Positivo
el servicio de entrega ha sido muy bueno el artilugio funciona perfectamente y es algo muy práctico para aquellos que se manipulan pequeños objetos de hierro,Positivo
bufff no me dio de la luz azul ni de los materiales,Positivo
un cable genial para el precio que tiene sonido excelente y buena construcción,Positivo
el producto despues de tardar un tiemo exagerado pues no cargaba en condiciones así que lo devolví,Negativo
se despega con facilidad,Negativo
me ha gustado que viene muy buen preparado para colgar,Positivo
cuesta mucho montarla y es muy endeble,Negativo
son monísimasmucho mas de lo que me imaginaba y son ideales para poner hot wheels mi hijo los colecciona,Positivo
el primer envío vino roto no sé si por culpa de llamar empresa de envíos pero me lo solucionaron muy contenta aunque un poco tarde porque la entre el primer envío y el segundo se cayó mi móvil y se rompió la pantalla,Positivo
tengo un tendero en la terraza y me va muy bien me caben mas que en el antiguo me hubiera gustado un poco mas largo pero ya me va bien,Positivo
el producto cumple con los requisitos en cuanto a impermeabilidad pero después de días se me ha roto nada mas tirarlo un poco su duración en exterior fue de meses,Negativo
es precioso y nada complicado de colocar lo único requiere un poco de paciencia nada mas,Positivo
es exactamente igual que en la foto de eso no cabe duda pero es considerablemente mas pequeña de lo que parece cuando compras este producto esperas que te llegue a casa una mochila grande no una tamaño estandar tirando a pequeño,Negativo
es un buen tamaño practico ni es grande ni pequeño y tiene un buen anti adherente se ve que es de calidad y no pesa mucho lo mismo que un cazo de acero inoxidable normal,Positivo
buen producto en relación calidadprecio no pesa con lo que es manejable aspira perfectamente y tiene dos velocidades recomendada buen compra,Positivo
no vale para nada las pinzas se derriten no tienen nada de resistencia y la batería a los meses dejo de funcionar malísima calidad no compréis ninguno de estos,Negativo
no ha servido en mi casa si los enchufes son profundos las clavijas de este aparato no llegan habría que usar adaptadores,Positivo
el producto es estupendo pero no me pudieron suministrar en menorca,Negativo
hemos utilizado las cerezas para hacer centros de mesa navideños se ven muy realistas muy recomendable para hacer coronas navideñas para las puerta centros de mesa etc,Positivo
tienes que montarlo y viene sin barniz pero encaja todo bien,Positivo
util para lamparas y sencillo de poner,Positivo
cuando lo he echado sobre la correa funcionó pero a la mañana siguiente el ruido era hasta casi peor que antes hay que andar echándolo para quitar el ruido funciona a medias pero creo que si echas agua hace el mismo efecto,Negativo
ya aparece una pegatina rota sin abrir el sobre,Negativo
me ha gustado su calidad pero nada más resulta incómodo de colocar y se mueve continuamente debido a que las argollas que lleva se descolocan giran a la posición vertical en vez de en horizontal que es como deberían estar,Negativo
es el segundo que compro y que deja de funcionar sin haber tenido ningún golpelo compré para repuestos del primero y lo único que he conseguido es tener dos coches que no funcionan,Negativo
antes de comprar tenia mucha duda en comprarlapero al final muy contentaes una mochila de un buen material resistente y muy elegante de color negroviene bien empaquetada con una funda para que no se roce y poder guardarla cuando no la uses y con una bolsa de plástico llena de aire dentro para que no se deformeha sido una grata sorpresa ver que las dimensiones son grandes ya que tendré espacio para poder meter todo sin problema y poder usarla a diario y en viajes ya que es bastante cómoda tiene dos compartimentos delanteros el grande y uno pequeño en el grande a su vez hay varios compartimentos recomando la compra,Positivo
gran variedad de figuras de todo de tipo a mis niños les ha encantado ideal para complementar algunos sets de la marca que carecen de figuras,Positivo
vienen en una cajita genial me encanta los colores perfectos son un poco pequeñitos pero me sirven para muchas cosillas que quiero hacer por lo que estoy contenta tanto para costura como para manualidades los cogí para costura ropa que les hago a mis niñas y buscaba pequeños y coloridos estoy muy contenta,Positivo
como los pimientos de padrón unos colores son buenos y otros no los colores oscuros prefectos pero lo claros las bolsas de separan fatal incluso algunas se rompen al separarlas,Positivo
muy buena mochila yo la uso para traer y llevar libros de la universidad muy cómoda espaciosa y con muchos compartimentos,Positivo
desde que se instaló no he vuelto a tener ningún apagón en mi domicilio este motivo fue el que cambié el que tenía,Positivo
me han enviado un artículo de segunda mano con grasa y migas en la base del producto l en vez de uno nuevo venia en caja abierta sin envoltorio de amazon,Negativo
en términos generales me ha gustado pues es compacto y ligero pero la verdad es que tras usarlo varios días hubiera preferido que el anclaje fuera vertical pues por ser de poco peso y el anclaje horizontal se hace un poco difícil sacar los conectores o pendrive,Positivo
muy bien colores bonitos y buen tamaño,Positivo
le doy puntos por llegar pronto y por limpiar con esta piedra mejor con pozo del cafe seco no voy a repetir la compra,Positivo
compro muchísimo en amazon pero vamos nunca me ha pasado lo de este año me hecho prime y nada me llega a tiempo o cosas defectuosas o a falta de piezas estos cepillos deberían haber llegado jueves,Negativo
es una mascarilla común y corriente,Negativo
es muy gordita y transpirable el tejido es muy suave y además el estampado es ideal perfecta para el verano,Positivo
creí que sería como otro que tengo en casa pero es muy pequeño de x escasos,Negativo
cuando le das al botón para que salga la tetina sale contenido del termo como si de una fuente se tratara he probado a llenarlo de todo por la mitad y menos de la mitad con líquido caliente tibio y frío y me pasa siempre la primera vez que me pasó fue con café caliente por suerte llevaba ropa impermeable y no me quemó,Negativo
es muy bonito el autobús y juegan mucho con él a viajar y vender los helados que vienen en los dibujos como único punto negativo que las costuras donde van los hierros del mostrador de la tienda se han descosido a la primera y los hierros quedan fuera,Positivo
duró menos de un mes se despegó supongo que no es lo normal,Negativo
la correa del cinturon un poco corta me he tenido que comprar una aparte y la tela muy tiesa pero con un par de usos ya es mas docil y va muy bien,Positivo
todavía no ha llegado el paquete cuando llegara las fechas que indican no son correctas avisan antes de la entrega,Negativo
no funciona el pegamento que trae para unir el plástico al aluminio de la ventana al contraerse con el frío no pega lo suficiente y se termina soltando y si preguntas a tesa te dicen que es que lo has instalado mal una decepción porque la idea es buena supongo que habrá que ir a fabricantes con mejor calidad,Negativo
me han llegado hoy y no me sale el estado de la batería en mi iphone a qué se debe que no me salga,Negativo
igual q en la descripción pero después de comprarlo lo he visto más baratos en un bazar chino,Negativo
producto muy bueno rápido envío devuelto por tener el enchufe inglés y con limitaciones de llevar un adaptador cuando lo ofrezcan con enchufe europeo lo comprare nuevamente,Positivo
no sé pega correctamente a los bordes,Negativo
de adorno más q dar luzpoca iluminación,Positivo
es un acierto tener un recambio original de la zapata del tripode hama star pero algo caro para tratarse de la pieza que es y de un tripode con un valor menor a,Positivo
despues de semanas el pedido debería haber sido entregado pero no lo ha sido como me han informado hay veces que se pierden los paquetes la unica opcion que dan es reembolso estafa,Negativo
una maravilla yo la compré para el trabajo y cumple su función de maravilla,Positivo
para lo que vale ni merece la pena si es buena copia pero no funciona nada pesa mucho y demasiao grande con respecto ala foto y que encima la correa es malísima el soporte que hace es pésimo ayer cedió una varilla se me cayó el reloj al suelo estaba a nada de pedir la devolución le tendré que poner otra correa tendría que haber cogido la de cuero o tela la de hierro no merece nada no compraría el reloj,Negativo
el producto en si está bien lo que le desmerece bastante es que se envíe doblado con la consiguiente dificultad para hacer desaparecer los rebordes de estos dobleces antes de pegarlo en la pared,Positivo
nada más instalarlo sólo funcionaban dos colores y a la semana ya ninguno,Negativo
es robusta y parece que la función la hace,Positivo
después de varios meses de uso continuado con estas bolsas he de decir que me ha decepcionado los frágiles que son se rompen con relativa facilidad y ahora el problema viene en encontrar otras más resistentes que se ajusten a la cubeta,Negativo
se mueve demasiado no ha sido lo esperado,Negativo
es una porqueria no vale para nada se dobla por todas partes,Negativo
el aparato hasta ahora me a funcionado perfecto realmente se siente el ambiente mucho más fresco recomendable sobre todo en lo referente a calidadprecio,Positivo
un poco pequeñas una goma débil pero para el uso que le quería apaña,Positivo
la calidad es bastante buena pero para la sujeción no tre ganchos las gomas de sujeción tampoco son fuertes se rompen si los fuerzas pero el verdadero fallo es no traer ningún gancho,Positivo
correctos buena calidad llegó en plazo,Positivo
me encanta todo hasta su precio solo que hay que tener cuidado de que no se nos caiga al suelo porque algunas pieas podrían partirse,Positivo
perfecto para juntas de piezas que utilizan aceites o gasolina,Positivo
tengo una de pecho y me pedí la l me queda perfecto y además es super cómodo no me lo esperaba tanto la verdad me lo pedí acolchado porque no quedaban sin acolchar y pensaba que tendría mucho relleno pero la verdad es que tiene el relleno típico para no marcar nada pero que tampoco parezca que tienes más pecho del que tienes vamos que es perfecto me lo volvería a comprar sin duda porque además queda genial puesto,Positivo
envio en tiempo todo correcto,Positivo
el producto no ha llegado,Negativo
trasto inútil y dolor de cuello aseguradodirecto a la basura,Negativo
debi leer mejor las dimensiones del aparato ya que son tan minusculas que como no este pegado a el no se aprecian los numeros por lo demas esta recien instalado y aun no tengo experiencia con él para saber si funciona correctamente,Positivo
funciona lástima que las medidas para los ángulos que se encuentran a ambos lados se vean poco pero se pueden sacar,Positivo
funciono bien las primeras semanas a los meses ha dejado de funcionar,Negativo
me ha gustado mucho cómo continúa la historia deja con ganas de más aunque en este punto ya no sorprende tanto como lo hizo al principio al menos para mí de todas formas si te gusta la saga y quieres más este tomo lo recomiendo mucho,Positivo
no calienta lo suficiente no alisa y mucho menos sujeta el cabello arrepentida de haberla comprado no la recomiendo,Negativo
al segundo dia de utilizarla y con una tension al número la tension de la bicicleta ha dejado de funcionar parece ser un problema en el tensado interior problema,Negativo
esta bien el secador hecha aire y hace un pequeño ruido como los de verdades lo unico que merece la pena por lo demas creo que son cosas que se pueden comprar en los chinos porque no tiene mucha calidad mas bien escaso de complementos,Positivo
buena relación calidadprecio son perfectos para comenzar en el arte del bonsai aunque imagino que las tijeras son demasiado pequeñas para las podas de las ramas mas duras,Positivo
no me ha llegado despues de dos meses eso sí el dinero ha sido de vuelto pero me siento decepcionada,Negativo
el producto no fue recibido nunca así que el vendedor procedió a la devolución del dinero,Negativo
genial es muy cómoda para hacer manualidades,Positivo
horrible la idea será buena cuando consigan que sea ligero si quieres aliviar las cervicales consigues todo lo contrario porque es muy pesado no lo recomiendo para nada,Negativo
es más grande de lo que pensábamos pero muy bien nos ha gustado mucho,Positivo
poco que decir sobre este producto ya que se trata de una funda para el movil no obstante me enviaron el que no había solicitado ya que pedí uno que tenía el dibujo de un dragon pero bueno es algo a lo que no le di mucha importancia,Positivo
la tira para ponerlo en la muñeca da muy justa los calcetines muy grandes,Negativo
fantástico buena pieza para camuflaje te tapa todo hasta las rodillas si te sientas en un taburete de caza pareces un arbusto buen acabado tiene ojales para colgar tipo toldo acertado no ocupa sitio bien plegado y con funda,Positivo
se parten las pestañas en meses,Negativo
muy malo funciono perfectamente pero solo durante meses y se rompió se queda el motor funcionando y no para muy mal,Negativo
cumple su objetivo pero es damasiado caluroso para un bebé no corre bien el viento por lo que la sensación de calor es muy grande,Positivo
me encanta la funda tiene un tacto de silicona suave y agradable por la parte interior es aterciopelado para proteger aun mas el móvil,Positivo
ya recién abierto y al manipularlo para ponerlo en hora va y se le sale un botón bueno venga es barato vamos a intentar seguir con él y no devolverlo aunque de vez en cuando se volvía a salir el botón el crío ya aprendió a ponerlo sólo y a tener cuidado de no perderlo cada vez que se le salía pero ahora ya directamente ni se enciende ni con pilas ni nada un desastre es malo mucho plástico muy grande y con aspecto de ser bastante cutre nada recomendable,Negativo
mee encanta son muy comodos y la tela es muy agradable recoje muy bien el pecho viene tambien con alargadores y un cruce,Positivo
valoro el envio una vergüenza como ha llegado de arrugado lo pensaba regalar pero no quiero que piensen que es de segunda mano llevo años comprando libros en amazon y nunca me había pasado habrá que pensarse mejor si comprar libros aquí o no,Negativo
para principiantes esta bien,Positivo
como se monta en el portón quiero decir,Positivo
dentro de un garaje o sitio cubierto perfecta a la intemperie la tela no resiste mucho la fuerza del viento y el sol,Positivo
nunca suelo añadir un comentario a cerca de un producto pero desde que me llego a día de hoy se han despegado de los protectores el problema que tienen es que cuando te metes con la pulsera en el agua se despega esta estupendo que no pueda usarla para poder nadar es decir a la basura espero que el comentario indique al resto de los compradores que es un producto muy malo,Negativo
lo compré para poder ver averías de difícil acceso pero solo me funcionaba con el ordenador por eso lo devolví,Negativo
esta bien pero pensé que el cable era mas largo y no lo especifica en la descripcion,Positivo
llegaron antes de lo estimado no le doy mas estrellas ya que los colores no se corresponden el rosa clarito si que es igual pero el fucsia en realidad no es fucsia si no que es rosa flúor por lo demás todo correcto,Positivo
el tamaño es bueno para mis conejos me llego en marrón color cartón el cual es discreto para las manchas lo único es que parece endeble pero esta claro que un conejo no lo rompe,Positivo
una pasada una solución muy economica para dar un toque chic al carrito del bebe aparte protege el colchon una de esas compras que te dejan muuy satisfecha gran resultado por poco dinero,Positivo
es un poco armatoste la batería no dura mucho y hasta que lo organizas en español tienes que indagar mucho instrucciones en chino,Positivo
el envío perfecto el la fecha indicada el producto buena calidad y muy completo con protectores de pantalla,Positivo
el primer dia perfecto se instala facil etc al mes y despues de colocar tornillos se sigue despegando y acabe por sacarlo,Negativo
seguramente llevan tiempo y se perdio el olor no volveria a comprarlo,Negativo
me ha encantado tanto el diseño y el uso que le doy a esta pulsera de fitness la batería dura mucho y es muy resistente la calidad del material y esta muy bien la correa de repuesto que viene,Positivo
son débiles la unión de las lentes en la nariz se abre a mitad de nado lo barato sale caro compraré otras y de otra marca claro,Negativo
el mando va bien pero yo juego con el original a juegos de conducción y en éste los joystick son más largos y se nota mucho tirando a peor por lo demás cambia el tacto de los botones pero nada importante supongo que si no eres muy sensible con el tema o no juegas a juegos de conducción el mando cumple bien su función actualizo reseña los joysticks y los triggers hacen un ruido eléctrico un poco raro cada vez que los accionas és muy flojo pero se puede oír y és bastante raro la verdad,Positivo
es perfecto para escenario pequeños tiene botones en la parte trasera para controlar el tipo de luz o el conector dmx por si quieres conectarlos a una mesa,Positivo
esta bien para mi opinión es un poco fina,Positivo
quería un adaptador wifi para la fibra con el g y la verdad que estoy mas que satisfecho,Positivo
la cama no se corresponde con lo que dice el anuncio vamos a tener que devolverla se supone que son cm de largo pero en realidad son cm y la parte donde va el colchón donde cabe mide de largo cm va a venir un invitado que mide cm y por eso la compramos de por lo tanto no recomiendo su compra,Negativo
me ha llegado sin las páginas en color del final me extraña bastante que me llegue así ya que en otros comentarios he leído que les ha llegado con dichas páginas voy a proceder a la devolución del producto,Negativo
llega antes de plazo y cumple con creces las expectativas,Positivo
es lo que ves en la imagen no es muy grande peo encaja con la descripción tiene diferentes tipos de luz,Positivo
este es un reloj muy bonito y se adapta muy bien a mi estilo en el trabajo y en casa no demasiado grande o voluminoso mantiene un tiempo extremadamente preciso y el número de modelo de la batería de repuesto está impreso en la parte posterior del reloj compré tres de los relojes diferentes estilos cada uno y no estoy del todo decepcionado,Positivo
buena calidadprecio,Positivo
la he devuelto la silla está bien pero para mi sin brazos cuesta cambiar de posicion,Positivo
el estampado el tejido es muy fino pero se adapta,Positivo
agenda muy bonita y funcional muy contenta con la compra buen material y acabado merece la pena aunque el precio sea elevado,Positivo
hice el pedido el de noviembre para regalo de reyes y aun no me ha llegado la previsión era para el de diciembre y luego pasó al de enero y a día de enero vísperas de reyes no lo he recibido no lo recomiendo,Negativo
el vendedor no me envió el producto cuando estaba en stock y dijo que igual llegaba o no y que se podía perder por el camino y como lo había comprado por euros ni me lo envió es una vergüenza que engañes así a la gente,Negativo
la colonia se sale del bote y no dira nada el olor nunca más la compraré aquí,Negativo
me fié de las valoraciones positivas de este producto pero el resultado no es el esperado pasa del al en segundos y la duración en general no dura ni la mitad de la original una pena porque la apariencia era buena,Negativo
pensé que iba a ir mejor lo que no quiere decir que sea malo,Positivo
la abrazadera de plástico junto al regulador de esfuerzo se rompe al primer uso el material es demasiado débil para la fuerza que debe soportar,Negativo
odio cepillare los dientes y este no me lo hace más facil,Positivo
lo uso en pesca deportiva,Positivo
la batería no funcionaba mal etiquetado el como nuevo,Negativo
buena silla cómoda y ocupa poco plegada,Positivo
cuesta un poco montarlo por lo demás bien,Positivo
lo compré basándome en las opiniones pero la verdad es que llevo tiempo usándolo y no veo muchos resultados,Negativo
van muy bien si tienes mosquiteras correderas fácil de instalar y muy discretos la única pega son los tornillos que trae no son muy buenos,Positivo
caro para los soldados que trae pero es lo que tiene pagar la marca disney por lo demás están bien terminados y a mi hijo le encanta los paracaidistas dejan un poco que desear ya que vuelan poco o nada,Positivo
va rapida y funciona bien la unica pega que le pongo es el altavoz pero bueno para lo que la uso esta perfecta,Positivo
el producto llegó en buen estado y rápido sin embargo no lo recomendaría el tacto es rígido y se nota mucho la fibra de plástico ni lo he utilizado tan desagradable me parecía me he dado cuenta que por el precio no se puede decir nada una compresa reutilizable de buena calidad vale más o menos prefiero invertir un poco más,Negativo
es una pena porque son muy originales y relativamente baratos se vé por la caja de cartón donde venía el estuche que llevó un buen golpe de todas formas el propio estuche estaba como mohoso por dentro y olía a rancio los he tenido que devolver y no sé si arriesgarme a comprarlos de nuevo,Negativo
no me ha gustado nada el sabor horribledifícil de enmascarar aunque sea un poco no lo hemos podido tomar en casa nadieporque a pesar de tomar sólo una cucharadita rasa al díanos provocaba diarrea muy molesta,Negativo
buen sonidoconexión rapida y sencilla lo recomiendo cumple lo que dice y a un buen precio,Positivo
funciona con un xiaomi mi a pero sólo en carga lenta,Positivo
muy bien pero el precio caro hay otras en el mercado más asequibles,Positivo
buenas brocas y a buen precioson perfectas para cualquier material como hormigón piedra o ladrillomuy buena calidadbien bien bien bien,Positivo
esta bastante bien lo único que ace un poco de presión con la tapadera por donde carga yo creo que esta más prepara si la cargas inalámbrica pero por cable es más rápido con el tiempo dañado lo del cable por donde carga si o no,Positivo
ya tenía un cepillo oral b por el que pagué unos euros y funciona de maravilla éste está muy lejos en cuanto a calidad no es rápido y no es fuerte recomiendo que en caso de querer comprar un cepillo eléctrico se invierta algo más de dinero y se compre un modelo superior merecerá la pena,Negativo
en dos semanas se ha averiado el altavoz de llamadas y según los técnicos se va a seguir oyendo mal por el altavoz que viene de fábrica,Negativo
pésimo productocomo puede apreciarse en las fotoslas tiras han llegado defectuosas están inutilizablesni una se ha podido aprovechar han venido con humedada saber si ya estaban caducadas,Negativo
el producto muy bueno y funciona muy bienhasta que se te rompe la cuerda con un simple tomate la cuerda no sirve para nada no recomiendo el producto,Negativo
llevo con problemas del articulo desde el mismo instante en que lo compre se enrolla el casette y me destroza cualquier cinta que le pongo pero lo peor es que intente protestar varias veces y ni siquiera me lo han pasado a recoger esto ocurrio en noviembre y estamos en mayo y ni amazon ni nadie se ha dignado en darnos una contestacion,Negativo
muy buenas con la calidadprecio buena definición e ideales para guardar en su set y para viajar,Positivo
buenos días sres he recibido la pulsera y falta el manual de usuario en español en papel o en pdf y el cargador de la pulsera espero su respuestaun saludo jesús contreras,Negativo
muy económico y hace perfectamente su función muy recomendable por poner una pega le dura poco la batería pero sin duda buena compra,Positivo
mala presentación aun así se que son buenas porque tengo otras en h espero no tener problemas y solucionen estas cosas,Positivo
no me llego el producto no lo recomiendo,Negativo
creo que la calidad no es buena pues se rompen muy fácil por lo demás bien,Positivo
dicen que son compatibles pero se salen del cepillo,Negativo
los he metido en una piñata son una monada lo único es que a todos los llaveros fer les ha caído la argolla cuando cayeron al suelo,Positivo
esta bien presentado y envalado fabricacion de buena calidad y muy práctico de funcionar un poco laborioso de ajustar pero buen funcionamiento en general,Positivo
todavía no lo he recibido si mañana no lo recibo inicio la devolución muchas gracias y espero noticias suyas saludos,Negativo
no cubre ni muho ni poco la pantalla le faltan como mm por cada uno de los lados,Negativo
hace su funcion es resistente y practici el cromado deja que desear a los pocos dias se ve elmetal sin problemas,Positivo
es la segunda vez que pido y la segunda vez que me traen lo que no he pedido no vuelvo a pedir más,Negativo
es el producto que quería a un precio mejor que en la calle y me lo sirvieron correctamente y de forma rápida es justo lo que pretendía,Positivo
compra acertada es lo que necesitaba,Positivo
para el precio que tiene está muy bien y se monta bastante fácil la he montado hoy y la apertura de las puertas no desliza del todo bien al no tener rodamientos a ver lo que dura pero lo dicho por ese precio no se puede pedir más volvería a comprarla,Positivo
en cuanto a calidad ejerce su función no es de una buenísima calidad pero para el precio que tiene es justo el problema es lo que me tardó en llegar estuve eaperando casi dos meses para recibirlo aunque las veces que me tuve que poner en contacto con el vendedor fue muy agradable,Positivo
me la esperaba más fina es bastante gruesa para ponerla en la muñeca sinceramente no miré sus dimensiones en la descripción fallo mío,Positivo
es cómoda y no pesa nada incluso cuando funciona ocupa muy poco espacio y el material parece resistente,Positivo
ha llegado roto el juguete,Negativo
la madera es bastante endeble y te las tienes que ingeniar para montarla bien ya que como viene de fabrica no cierran los cajones bien,Positivo
el adhesivo que trae es de mala calidad no pega bien limpié muy bien la superficie pero aún así resiste mi teléfono es un samsung a que no pesa mucho pero no resiste el adhesivo por lo demás me gusta el diseño y el material es de buena calidad,Positivo
cumple con su función buen producto,Positivo
el producto me gusto pero vino muy tardey no al fecha indicada,Negativo
producto como se describe,Positivo
en realidad los prismaticos son como aparecen pero al agarrarlos me parecen un poco mas rigidos de lo que esperaba,Positivo
en la descripción del artículo no figura de modo claro el diámetro me he encontrado una cazuela de litros excesivamente alta y con poco diámetro lo que la hace incómoda a la hora de añadir los alimentos ya que implica que vayan unos encima de otros aunque sea poca la cantidad a cocinar unos trozos de carne por ejemplo,Negativo
